,id,product_code,loading,attribute_0,attribute_1,attribute_2,attribute_3,measurement_0,measurement_1,measurement_2,measurement_3,measurement_4,measurement_5,measurement_6,measurement_7,measurement_8,measurement_9,measurement_10,measurement_11,measurement_12,measurement_13,measurement_14,measurement_15,measurement_16,measurement_17,failure
18475,18475,D,141.5,material_7,material_5,6,6,8,9,9,16.173,,17.36,18.003,11.022,17.705,12.659,18.289,18.039,11.584,16.566,17.095,16.83,15.391,612.378,0
4682,4682,A,167.28,material_7,material_8,9,5,7,3,8,17.624,9.892,17.67,16.736,13.689,16.437,10.463,14.45,19.855,12.685,14.764,17.551,14.395,17.917,,0
15304,15304,C,167.5,material_7,material_8,5,8,5,5,3,17.626,12.339,16.811,17.562,,19.338,12.585,15.97,20.993,13.477,,13.855,14.622,15.754,753.797,0
3360,3360,A,95.74,material_7,material_8,9,5,10,1,2,18.706,10.512,16.226,15.829,10.857,18.815,12.257,18.39,21.707,12.11,17.589,17.448,12.846,17.332,545.274,0
18055,18055,D,114.62,material_7,material_5,6,6,9,13,10,17.634,12.985,18.044,19.389,12.799,20.263,11.997,,18.921,8.799,14.896,15.731,16.651,15.242,1055.095,0
20308,20308,D,84.32,material_7,material_5,6,6,7,11,5,18.291,12.356,15.708,18.675,12.118,18.149,10.427,14.252,18.632,11.272,13.775,15.386,13.464,19.084,701.517,0
7202,7202,B,168.54,material_5,material_5,8,8,3,7,9,18.69,11.156,16.919,18.311,12.627,18.36,11.738,14.678,17.954,12.583,15.681,15.65,14.039,16.752,773.338,0
4764,4764,A,134.03,material_7,material_8,9,5,12,4,2,17.789,11.192,17.534,16.873,12.034,18.56,11.767,17.191,18.135,14.667,16.776,14.443,13.024,,671.211,0
23585,23585,E,152.93,material_7,material_6,6,9,6,14,4,17.036,11.333,18.573,17.716,10.915,17.855,11.822,15.456,19.299,11.954,16.338,15.384,13.373,16.815,712.108,0
24022,24022,E,81.49,material_7,material_6,6,9,9,5,13,16.558,11.269,16.03,16.828,11.907,19.275,12.416,18.02,19.32,10.714,15.971,15.24,16.375,16.202,586.52,0
11517,11517,C,121.63,material_7,material_8,5,8,13,9,6,19.924,13.201,17.121,18.741,11.779,20.166,11.163,14.466,17.592,12.476,14.67,18.018,14.708,18.041,805.521,0
18784,18784,D,75.18,material_7,material_5,6,6,15,1,7,17.691,9.596,17.882,16.916,11.806,17.522,10.722,17.908,20.38,13.204,16.958,18.749,14.179,17.687,607.916,0
16243,16243,D,70.32,material_7,material_5,6,6,4,5,12,17.923,12.42,17.09,17.836,11.601,17.362,11.528,16.602,18.915,11.72,14.93,15.329,12.504,17.871,631.606,0
26092,26092,E,106.07,material_7,material_6,6,9,4,8,6,18.999,11.502,15.989,16.72,13.252,20.911,10.745,15.159,19.715,13.676,15.813,14.324,15.051,15.577,675.161,0
824,824,A,179.5,material_7,material_8,9,5,8,2,9,18.784,13.428,18.254,17.098,11.558,18.441,12.836,16.357,19.886,12.997,14.214,16.941,14.224,16.856,732.396,0
26263,26263,E,136.94,material_7,material_6,6,9,5,15,2,17.891,11.426,14.835,17.837,12.078,20.09,10.785,14.263,20.657,12.014,14.308,17.374,14.081,16.154,620.655,0
12443,12443,C,102.06,material_7,material_8,5,8,4,10,8,18.629,,15.627,17.701,11.627,19.65,11.705,16.652,19.763,12.12,14.754,16.145,13.973,13.982,687.129,1
24991,24991,E,132.08,material_7,material_6,6,9,6,3,8,16.954,11.716,16.408,18.071,10.779,18.606,11.019,18.365,21.533,11.976,14.914,18.268,15.235,22.246,,0
21011,21011,D,70.88,material_7,material_5,6,6,9,13,8,18.219,11.566,18.795,17.135,10.636,19.556,13.063,18.235,20.329,7.872,16.314,14.287,,15.987,761.695,0
1612,1612,A,121.68,material_7,material_8,9,5,11,5,3,16.546,11.693,17.074,16.656,10.136,,11.277,16.709,18.849,11.742,,14.543,13.983,14.335,540.734,0
18656,18656,D,170.87,material_7,material_5,6,6,8,11,6,17.068,11.192,17.462,16.378,11.645,18.071,11.074,15.281,19.185,10.856,16.054,14.377,16.219,16.978,540.516,0
26310,26310,E,146.82,material_7,material_6,6,9,5,9,6,18.433,11.402,17.314,17.875,12.845,17.747,13.06,16.325,22.546,15.81,16.85,14.037,14.625,17.688,661.818,1
20367,20367,D,171.5,material_7,material_5,6,6,14,4,6,18.93,14.013,16.589,15.889,11.308,17.357,13.285,18.65,17.774,9.841,15.404,16.586,14.031,18.115,427.818,0
18868,18868,D,153.19,material_7,material_5,6,6,4,12,9,18.123,12.853,16.265,18.448,12.146,19.193,11.247,18.349,20.549,,15.139,17.633,16.398,14.414,771.799,0
11622,11622,C,117.37,material_7,material_8,5,8,9,10,1,18.982,11.644,17.578,15.517,12.725,17.777,10.9,15.488,16.246,,16.038,15.112,13.363,14.859,618.786,0
13952,13952,C,106.64,material_7,material_8,5,8,9,10,6,16.075,11.814,17.893,17.141,10.523,18.9,12.036,14.394,19.253,9.765,14.702,16.373,17.083,18.6,699.734,0
1451,1451,A,101.56,material_7,material_8,9,5,9,8,7,15.966,12.58,18.332,17.572,10.71,19.011,10.906,13.956,19.056,11.292,14.812,16.206,14.817,15.561,759.355,0
4876,4876,A,270.04,material_7,material_8,9,5,10,4,8,19.154,12.439,16.438,17.207,11.813,19.391,11.406,14.131,21.048,12.32,14.49,18.052,14.956,16.449,,1
1513,1513,A,172.23,material_7,material_8,9,5,7,3,7,17.66,12.022,17.369,15.198,15.059,19.85,12.804,,19.88,13.073,16.707,18.058,13.015,16.962,805.806,1
2675,2675,A,160.68,material_7,material_8,9,5,6,7,7,16.935,11.542,16.752,16.333,11.801,19.862,11.154,16.286,20.87,14.852,13.912,16.888,13.716,19.589,710.915,0
23266,23266,E,112.17,material_7,material_6,6,9,8,8,4,17.458,11.548,17.054,16.93,11.182,17.07,13.502,17.208,20.251,10.988,15.963,15.166,15.181,17.697,539.516,0
9717,9717,B,119.6,material_5,material_5,8,8,7,15,4,17.882,10.362,17.694,15.166,11.877,19.536,11.083,13.908,18.901,11.204,16.445,15.834,14.671,16.442,666.237,0
6608,6608,B,282.06,material_5,material_5,8,8,8,11,7,17.592,12.004,16.195,17.5,11.032,19.926,9.882,14.027,20.491,11.897,16.924,15.025,15.115,16.921,575.459,0
5089,5089,A,89.08,material_7,material_8,9,5,12,1,5,17.882,10.139,17.373,16.721,13.035,19.478,11.505,,16.357,12.463,16.622,17.481,14.013,18.024,739.553,1
13987,13987,C,104.22,material_7,material_8,5,8,9,6,5,18.714,10.652,17.531,17.154,13.121,18.188,10.542,13.82,19.568,10.317,16.648,15.406,13.714,14.899,669.134,0
26362,26362,E,113.12,material_7,material_6,6,9,3,8,3,17.152,11.442,15.717,16.754,11.885,18.744,11.39,16.121,18.182,9.625,15.389,16.277,15.955,14.176,510.107,1
8713,8713,B,83.87,material_5,material_5,8,8,3,10,7,17.49,12.125,18.399,17.387,10.763,19.726,10.352,16.754,17.087,11.707,17.081,14.488,17.201,14.343,644.227,0
18053,18053,D,69.15,material_7,material_5,6,6,7,10,7,20.126,12.109,17.442,17.719,,18.297,10.107,14.067,19.466,9.839,15.116,16.159,12.751,17.846,704.823,0
25627,25627,E,81.53,material_7,material_6,6,9,9,9,4,17.911,13.467,17.481,18.269,,18.741,,14.93,19.453,10.063,,17.616,14.181,12.869,854.788,0
17419,17419,D,132.55,material_7,material_5,6,6,11,12,1,16.871,10.961,17.049,16.503,12.207,18.983,11.006,15.861,19.707,12.26,16.248,14.376,,16.397,599.86,0
2256,2256,A,122.98,material_7,material_8,9,5,11,5,6,19.449,11.846,16.942,17.752,11.583,20.315,12.736,13.383,21.701,13.082,15.205,15.904,17.569,21.18,794.196,1
1744,1744,A,200.7,material_7,material_8,9,5,9,7,5,18.358,10.962,17.425,17.348,12.561,18.843,10.763,16.973,15.535,11.722,14.919,15.877,16.335,15.617,709.808,0
24788,24788,E,126.47,material_7,material_6,6,9,4,18,3,18.536,11.542,16.531,16.796,12.328,20.78,11.776,14.978,21.148,11.734,15.117,17.933,14.823,,730.886,0
4862,4862,A,126.18,material_7,material_8,9,5,15,5,2,16.513,12.133,16.247,18.297,12.661,20.432,11.345,16.163,20.383,12.412,14.706,17.082,15.353,18.389,807.316,0
20407,20407,D,98.32,material_7,material_5,6,6,15,6,5,17.839,14.56,17.544,16.758,12.592,18.311,12.319,15.872,19.009,10.844,14.028,,12.322,17.966,659.96,0
811,811,A,107.85,material_7,material_8,9,5,16,3,2,17.494,10.766,16.58,16.811,10.668,20.088,12.112,16.354,21.947,12.281,16.757,19.679,,16.394,690.489,1
868,868,A,209.64,material_7,material_8,9,5,11,1,9,16.652,9.616,16.695,17.766,13.404,18.415,12.735,16.138,19.068,11.058,14.862,18.386,13.208,14.897,644.488,0
14936,14936,C,90.83,material_7,material_8,5,8,8,9,1,15.472,11.732,17.638,18.805,11.717,19.393,11.414,17.464,19.685,11.586,15.913,18.077,18.54,16.151,,0
26340,26340,E,160.75,material_7,material_6,6,9,8,10,3,17.29,11.378,16.719,15.819,10.391,19.327,10.34,11.123,17.409,13.808,15.553,17.031,14.483,16.73,523.791,0
9734,9734,B,123.21,material_5,material_5,8,8,6,3,10,17.943,11.102,16.882,17.546,10.565,20.235,,17.194,15.053,12.792,15.163,16.024,15.125,15.836,616.519,1
23414,23414,E,116.18,material_7,material_6,6,9,1,10,6,16.777,12.375,17.367,15.916,12.537,19.42,11.037,15.315,20.417,13.023,16.345,14.338,,16.69,653.337,1
14928,14928,C,99.34,material_7,material_8,5,8,8,9,3,17.221,10.769,18.058,17.257,12.277,18.486,13.4,16.817,17.586,11.944,13.566,17.936,15.19,16.865,793.883,0
3280,3280,A,115.78,material_7,material_8,9,5,11,4,4,16.126,11.619,17.089,16.765,10.631,17.412,11.189,15.436,17.171,12.286,16.718,17.443,15.667,20.083,524.152,0
24012,24012,E,153.47,material_7,material_6,6,9,4,11,4,18.023,10.579,16.102,17.656,12.428,20.172,12.146,15.883,21.089,12.095,15.974,15.713,14.432,20.063,674.526,0
12141,12141,C,115.16,material_7,material_8,5,8,15,8,7,18.24,11.173,18.555,15.767,11.811,19.34,10.841,15.413,,11.352,15.832,18.121,17.85,14.333,774.05,0
17934,17934,D,82.17,material_7,material_5,6,6,9,10,4,16.219,11.528,18.3,16.723,10.192,18.431,10.8,18.345,18.368,13.642,15.674,17.966,,,555.149,0
8785,8785,B,85.17,material_5,material_5,8,8,4,8,9,16.932,12.394,19.717,16.586,12.254,19.517,,16.497,15.848,10.7,18.02,14.342,16.865,14.621,838.084,0
7140,7140,B,83.87,material_5,material_5,8,8,12,8,3,18.795,13.086,16.933,17.286,10.813,19.164,,15.569,17.913,10.763,19.447,15.691,14.022,19.107,666.436,1
8596,8596,B,151.24,material_5,material_5,8,8,7,11,13,17.014,10.242,16.61,18.529,10.4,19.323,12.228,17.588,19.932,13.215,13.296,14.673,15.314,14.403,508.614,0
16834,16834,D,196.79,material_7,material_5,6,6,6,7,7,16.316,,16.072,17.008,11.594,19.52,13.597,17.427,19.821,9.035,16.001,13.976,15.896,16.121,571.847,1
25716,25716,E,170.23,material_7,material_6,6,9,1,13,1,17.514,10.843,18.466,16.833,10.201,20.05,11.343,14.326,18.171,11.839,14.346,15.028,12.611,16.416,,0
14117,14117,C,99.4,material_7,material_8,5,8,6,8,6,18.875,12.497,17.136,16.622,10.759,19.301,11.852,15.733,19.912,12.16,17.144,17.45,,16.261,695.544,0
3504,3504,A,138.57,material_7,material_8,9,5,7,3,3,,11.937,16.365,16.198,10.753,18.134,11.305,16.732,19.875,13.677,15.865,17.212,13.049,13.075,530.163,0
3524,3524,A,114.76,material_7,material_8,9,5,11,4,5,16.756,11.891,16.62,15.519,13.726,19.563,11.161,15.725,21.286,12.154,14.356,16.411,18.342,16.628,710.776,0
13555,13555,C,,material_7,material_8,5,8,3,12,1,19.192,12.569,16.698,17.635,13.687,19.834,11.738,17.182,20.581,12.441,,15.073,15.072,15.519,846.693,0
9210,9210,B,149.22,material_5,material_5,8,8,11,8,4,19.002,10.501,16.15,16.673,10.604,19.21,11.677,15.767,15.993,11.782,17.888,16.395,12.657,,,0
17807,17807,D,109.75,material_7,material_5,6,6,5,12,6,18.027,12.849,16.542,18.197,11.04,19.963,11.569,14.974,18.496,11.335,16.053,14.513,14.726,15.457,754.806,0
5420,5420,B,192.27,material_5,material_5,8,8,5,10,5,17.739,13.091,16.817,18.516,10.457,18.67,11.745,15.267,20.191,12.385,14.029,15.863,12.567,18.284,647.952,1
6724,6724,B,139.18,material_5,material_5,8,8,9,7,6,18.86,10.992,19.247,19.182,11.585,20.125,10.762,18.852,19.256,12.787,15.407,17.133,14.362,15.544,732.545,1
21050,21050,D,123.5,material_7,material_5,6,6,0,12,1,18.883,11.232,16.989,18.06,11.034,20.741,10.248,,20.629,11.863,15.414,13.928,15.752,16.466,835.661,0
5079,5079,A,141.5,material_7,material_8,9,5,5,8,7,18.732,12.424,17.728,17.331,11.2,20.241,11.233,16.488,17.58,11.557,16.223,16.341,13.598,17.96,823.318,0
23993,23993,E,92.49,material_7,material_6,6,9,2,14,5,18.744,12.171,16.436,16.19,12.435,19.409,10.426,14.259,16.058,11.152,14.586,17.818,14.303,13.756,587.911,0
2558,2558,A,136.47,material_7,material_8,9,5,10,6,8,17.117,10.071,15.442,18.262,11.847,20.629,12.707,,18.841,10.786,17.298,16.032,,17.841,722.733,0
13155,13155,C,189.75,material_7,material_8,5,8,11,3,5,17.684,10.67,17.239,17.296,12.066,18.266,11.634,15.33,19.2,10.377,15.341,18.084,15.726,15.98,658.473,1
25409,25409,E,55.72,material_7,material_6,6,9,10,7,4,19.018,11.465,16.994,17.143,10.871,16.911,11.285,15.577,18.545,10.732,14.313,16.555,13.542,15.287,491.211,0
10036,10036,B,161.43,material_5,material_5,8,8,8,15,7,18.077,10.61,15.54,18.15,10.995,17.378,10.738,15.023,19.312,12.439,14.756,15.431,,17.978,518.391,1
23376,23376,E,128.38,material_7,material_6,6,9,3,9,7,18.03,13.056,17.348,17.273,10.925,20.016,10.453,18.195,19.741,11.342,,15.219,16.543,15.522,828.071,0
1773,1773,A,97.49,material_7,material_8,9,5,18,4,6,18.883,12.192,,18.318,11.589,17.668,,15.707,19.434,13.337,14.262,13.416,15.03,17.41,662.592,0
21878,21878,E,86.65,material_7,material_6,6,9,2,20,1,18.482,,18.063,18.513,12.131,20.215,12.348,16.899,19.564,10.33,,16.339,,17.364,994.991,0
25903,25903,E,154.33,material_7,material_6,6,9,2,13,2,17.834,12.118,17.038,17.563,,17.12,11.298,18.414,20.391,,15.726,16.293,16.101,14.64,580.728,0
17269,17269,D,186.27,material_7,material_5,6,6,7,10,4,18.678,12.247,16.361,16.847,13.474,20.309,10.866,17.677,18.685,11.948,16.613,16.958,15.614,17.8,770.365,1
12725,12725,C,144.78,material_7,material_8,5,8,7,3,5,17.013,11.049,18.988,17.822,12.581,20.311,11.684,16.24,16.439,11.435,16.945,15.755,15.921,15.747,962.28,0
1186,1186,A,111.81,material_7,material_8,9,5,5,6,9,20.639,12.278,17.609,,11.994,,10.995,16.523,20.496,11.68,,14.987,16.476,15.532,649.275,0
16383,16383,D,87.79,material_7,material_5,6,6,17,3,6,17.068,12.186,16.866,18.687,11.496,18.699,12.262,18.332,19.441,10.875,13.832,18.104,,11.872,747.428,0
19215,19215,D,163.23,material_7,material_5,6,6,7,6,4,16.378,11.831,17.265,17.601,11.76,18.033,11.223,17.811,19.412,12.107,14.87,17.932,15.055,16.335,628.953,0
8520,8520,B,135.65,material_5,material_5,8,8,4,0,8,16.685,12.567,15.935,18.338,10.191,20.606,8.573,13.923,16.1,10.732,17.221,14.199,18.16,,466.721,0
24128,24128,E,68.7,material_7,material_6,6,9,11,9,5,17.342,11.357,15.796,17.632,11.837,19.12,,17.701,21.839,12.174,16.269,15.623,14.925,17.506,625.139,0
23232,23232,E,168.26,material_7,material_6,6,9,0,16,0,17.209,12.053,16.649,18.617,11.489,19.869,12.326,18.527,18.377,11.653,14.832,13.489,14.772,16.921,852.771,0
7319,7319,B,84.0,material_5,material_5,8,8,10,11,4,19.167,10.472,17.012,17.908,12.833,18.449,9.967,17.374,,13.948,16.866,15.519,12.293,18.072,725.157,1
22188,22188,E,126.31,material_7,material_6,6,9,7,8,4,18.176,11.706,16.702,16.738,12.189,17.843,11.301,14.575,21.76,,15.607,14.474,15.752,17.889,522.977,0
5294,5294,B,92.51,material_5,material_5,8,8,5,8,12,17.095,,17.405,17.79,11.266,18.253,12.301,16.289,19.543,11.935,14.955,15.627,16.041,15.208,668.767,0
4473,4473,A,155.72,material_7,material_8,9,5,2,5,8,18.126,12.666,15.896,16.625,11.454,18.535,11.89,16.685,22.548,9.806,16.172,16.842,,14.495,571.903,0
11564,11564,C,216.41,material_7,material_8,5,8,5,15,3,19.255,11.416,19.288,,10.182,19.621,10.309,16.954,20.603,11.742,17.035,15.755,14.222,14.923,770.26,1
26131,26131,E,194.14,material_7,material_6,6,9,2,16,10,16.823,13.409,17.393,,10.557,19.388,12.507,16.774,19.886,11.396,16.005,14.928,17.445,15.57,747.857,0
22775,22775,E,130.33,material_7,material_6,6,9,6,18,2,17.443,11.706,16.834,16.933,,21.115,12.45,,18.156,12.792,15.907,15.895,16.011,13.625,808.991,0
19030,19030,D,88.76,material_7,material_5,6,6,5,7,10,18.059,12.436,15.202,15.791,11.322,20.302,10.761,16.284,,,14.229,17.608,14.587,16.259,478.051,0
15148,15148,C,118.29,material_7,material_8,5,8,6,5,6,16.535,11.874,18.88,17.002,11.433,18.292,11.446,17.778,20.78,11.761,13.673,,,17.309,710.442,1
21251,21251,E,155.56,material_7,material_6,6,9,7,10,5,15.961,11.591,16.974,17.532,12.311,19.739,11.81,20.142,18.435,12.613,15.301,14.775,15.17,16.16,743.316,0
9935,9935,B,115.27,material_5,material_5,8,8,3,0,14,17.714,10.517,18.488,16.827,11.621,19.813,11.295,17.802,20.383,11.113,13.79,15.264,14.411,14.824,680.715,0
24836,24836,E,110.64,material_7,material_6,6,9,7,11,3,16.68,12.06,16.619,17.402,12.283,,11.772,14.421,17.39,12.103,15.192,16.932,14.553,15.05,605.722,0
25175,25175,E,111.98,material_7,material_6,6,9,5,11,5,18.452,11.697,19.014,18.913,11.116,19.657,10.522,15.934,20.423,11.364,16.338,,15.303,,960.709,1
2016,2016,A,139.41,material_7,material_8,9,5,8,0,3,16.986,11.986,17.209,,9.901,20.107,11.295,15.986,21.525,,15.128,,16.758,18.011,745.578,0
11709,11709,C,91.22,material_7,material_8,5,8,6,11,3,16.663,9.855,17.681,17.557,13.031,17.96,9.805,16.87,18.386,11.536,14.564,,16.557,14.884,628.45,0
16169,16169,D,216.55,material_7,material_5,6,6,8,5,5,18.387,14.076,15.172,17.419,10.789,17.873,10.808,14.085,,12.39,15.285,14.367,17.392,13.823,472.474,0
24629,24629,E,125.41,material_7,material_6,6,9,6,15,6,15.909,11.659,17.842,16.903,11.638,18.586,12.767,15.598,18.252,14.107,16.5,15.483,14.144,14.118,692.165,1
26028,26028,E,123.11,material_7,material_6,6,9,10,5,7,17.966,12.65,18.115,17.43,11.017,18.256,9.424,18.371,17.934,14.962,16.464,16.103,14.627,14.776,719.157,1
3605,3605,A,147.66,material_7,material_8,9,5,5,2,6,17.776,12.463,18.855,16.568,11.796,17.893,13.462,17.061,16.716,13.349,16.067,14.057,13.429,17.862,,0
20448,20448,D,226.75,material_7,material_5,6,6,9,6,12,16.844,11.5,16.531,18.28,10.271,19.542,12.164,16.654,18.446,11.587,14.697,17.338,12.407,18.411,670.96,1
17804,17804,D,88.74,material_7,material_5,6,6,10,10,5,18.414,13.429,16.545,17.684,11.868,17.474,11.304,14.53,19.206,12.727,16.974,15.432,13.665,18.489,614.713,0
9452,9452,B,100.08,material_5,material_5,8,8,4,7,3,17.646,12.606,17.123,18.969,12.547,,12.386,17.307,19.23,13.491,15.68,14.979,14.591,,835.429,0
4604,4604,A,88.22,material_7,material_8,9,5,11,4,10,16.169,13.709,18.227,17.274,12.26,18.532,11.458,15.539,17.097,10.571,,18.729,,15.945,766.01,0
11588,11588,C,152.76,material_7,material_8,5,8,6,5,3,19.164,10.6,18.031,17.373,13.903,20.565,10.397,15.024,18.734,9.356,15.045,16.804,17.638,17.493,,0
6147,6147,B,95.68,material_5,material_5,8,8,4,9,6,18.022,11.748,18.958,18.825,11.554,18.724,12.337,14.773,21.294,11.775,15.731,15.474,12.606,17.653,779.937,0
17108,17108,D,312.0,material_7,material_5,6,6,3,13,12,20.163,11.976,18.984,17.629,11.772,20.878,12.597,14.987,20.492,9.408,16.349,17.359,17.689,15.675,998.118,1
26155,26155,E,111.22,material_7,material_6,6,9,7,5,8,17.615,10.768,18.799,17.975,13.458,19.442,11.133,,19.394,12.041,16.729,18.199,14.834,16.758,,0
21672,21672,E,137.39,material_7,material_6,6,9,4,9,4,18.2,12.707,17.535,16.731,12.492,18.419,11.953,17.03,17.703,11.043,14.727,13.723,15.858,15.345,691.924,1
22758,22758,E,101.8,material_7,material_6,6,9,13,7,5,15.172,11.724,15.963,18.016,12.154,21.467,11.412,13.774,21.697,10.808,16.091,15.056,,16.047,841.043,0
131,131,A,100.77,material_7,material_8,9,5,1,0,10,18.319,12.172,16.346,16.9,12.644,18.206,11.931,15.241,19.369,11.478,14.53,18.027,13.229,15.91,603.832,0
26428,26428,E,126.97,material_7,material_6,6,9,6,9,10,18.433,13.017,17.372,17.512,11.389,19.507,10.52,15.463,21.027,13.277,15.241,15.529,15.771,17.597,810.308,1
4643,4643,A,62.19,material_7,material_8,9,5,3,8,8,16.085,11.938,15.947,17.997,10.11,18.271,13.0,15.582,16.65,14.249,15.515,16.479,,,546.022,0
15621,15621,C,119.4,material_7,material_8,5,8,13,7,11,16.88,11.566,16.811,18.283,11.916,18.6,10.093,17.278,19.102,9.873,16.275,14.599,13.589,14.727,610.43,0
15782,15782,C,143.05,material_7,material_8,5,8,15,8,10,18.196,11.208,16.691,19.206,10.823,18.715,12.923,16.357,17.934,11.356,16.163,17.152,15.377,16.925,679.365,0
497,497,A,108.94,material_7,material_8,9,5,15,8,6,17.387,12.052,16.787,,12.419,18.956,12.023,15.543,20.121,15.088,14.995,15.154,12.205,17.591,701.03,0
11806,11806,C,134.72,material_7,material_8,5,8,15,7,5,17.953,12.298,18.493,18.481,10.645,17.356,11.547,14.515,16.985,10.543,14.787,18.348,17.689,16.097,586.873,0
10528,10528,C,110.82,material_7,material_8,5,8,12,7,6,17.318,9.863,17.576,17.592,12.097,17.915,12.05,16.259,16.992,10.277,15.501,16.252,17.562,17.27,661.651,0
22208,22208,E,65.4,material_7,material_6,6,9,9,13,6,17.478,13.153,16.593,16.44,11.349,17.974,9.643,17.111,21.187,11.991,15.356,17.008,14.064,19.298,554.119,0
4826,4826,A,187.33,material_7,material_8,9,5,4,1,1,17.383,12.548,17.527,16.079,12.026,18.904,11.725,14.322,19.012,14.428,15.539,17.228,12.487,16.621,696.508,1
24133,24133,E,100.93,material_7,material_6,6,9,3,17,7,17.662,11.994,15.166,16.856,12.473,20.189,11.68,17.052,18.919,12.827,16.565,17.499,13.963,14.7,624.255,0
6174,6174,B,153.91,material_5,material_5,8,8,3,9,15,18.43,10.689,15.318,,11.579,18.493,12.242,17.511,17.672,13.394,17.672,16.569,17.136,14.109,612.272,0
17137,17137,D,127.51,material_7,material_5,6,6,16,8,4,17.324,11.689,17.787,17.26,11.778,17.182,12.6,14.985,19.275,10.979,14.716,16.506,15.901,17.449,604.914,0
11323,11323,C,139.53,material_7,material_8,5,8,7,10,7,17.102,12.607,16.385,17.169,10.493,18.228,10.696,15.691,20.658,14.075,16.846,16.377,,18.375,508.753,0
12540,12540,C,222.45,material_7,material_8,5,8,0,13,2,17.431,13.636,17.818,19.737,11.05,19.327,11.369,17.694,20.699,10.771,14.632,16.253,13.723,13.527,750.477,0
24916,24916,E,84.54,material_7,material_6,6,9,3,17,1,19.35,13.438,18.88,16.837,11.313,18.386,12.183,14.619,20.709,12.109,14.085,16.831,15.341,13.97,,0
13431,13431,C,117.94,material_7,material_8,5,8,18,7,3,18.282,10.553,18.2,,11.289,17.327,10.125,16.884,21.963,10.342,15.371,,11.236,12.167,,0
13402,13402,C,157.79,material_7,material_8,5,8,11,7,1,15.899,11.244,18.416,16.035,,17.986,12.017,14.27,19.922,9.721,14.128,15.138,13.559,15.336,675.738,0
17787,17787,D,170.8,material_7,material_5,6,6,6,10,3,17.14,11.803,16.439,14.405,11.64,18.747,10.745,17.229,18.671,12.456,,17.579,,,330.098,0
22016,22016,E,125.63,material_7,material_6,6,9,8,9,3,17.612,11.343,14.555,15.739,10.596,17.29,11.897,16.089,22.296,15.49,15.171,14.771,16.503,17.744,252.404,0
22163,22163,E,159.78,material_7,material_6,6,9,11,12,2,16.328,10.796,16.264,18.525,12.276,17.685,11.307,17.393,19.185,9.826,15.443,16.018,,17.266,566.761,0
